time;input thrust;input tilt;x_drone;y_drone;theta;xdot_drone;ydot_drone
4.29;50;30;-64.7461;20.0479;38.7;-11.3077;-4.69117
4.3;50;30;-64.8592;20.001;39;-11.3515;-4.6802
4.31;50;30;-64.9727;19.9542;39.3;-11.3494;-4.7147
4.32;50;30;-65.0862;19.907;39.6;-11.2979;-4.7985
4.33;50;30;-65.1991;19.859;39.9;-11.1977;-4.93099
4.34;50;30;-65.3111;19.8097;40.2;-11.0538;-5.10718
4.35;50;30;-65.4217;19.7587;40.5;-10.8753;-5.31817
4.36;50;30;-65.5304;19.7055;40.8;-10.6744;-5.55189
4.37;50;30;-65.6372;19.65;41.1;-10.465;-5.79426
4.38;50;30;-65.7418;19.592;41.4;-10.2622;-6.03035
4.39;50;30;-65.8444;19.5317;41.7;-10.0802;-6.24579
4.4;50;30;-65.9452;19.4693;42;-9.93154;-6.42803
4.41;50;30;-66.0445;19.405;42.3;-9.82572;-6.56745
4.42;50;30;-66.1428;19.3393;42.6;-9.76846;-6.65822
4.43;50;30;-66.2405;19.2727;42.9;-9.7612;-6.69885
4.44;50;30;-66.3381;19.2057;43.2;-9.8009;-6.6923
4.45;50;30;-66.4361;19.1388;43.5;-9.88034;-6.64571
4.46;50;30;-66.5349;19.0724;43.8;-9.98878;-6.56978
4.47;50;30;-66.6348;19.0067;44.1;-10.1129;-6.47779
4.48;50;30;-66.7359;18.9419;44.4;-10.2379;-6.38444
4.49;50;30;-66.8383;18.878;44.7;-10.3491;-6.30453
4.5;50;30;-66.9418;18.815;45;-10.4328;-6.25161
4.51;50;30;-67.0461;18.7525;45.3;-10.4781;-6.23681
4.52;50;30;-67.1509;18.6901;45.6;-10.4772;-6.26783
4.53;50;30;-67.2557;18.6274;45.9;-10.4268;-6.34824
4.54;50;30;-67.3599;18.5639;46.2;-10.3277;-6.47717
4.55;50;30;-67.4632;18.4992;46.5;-10.1853;-6.6494
4.56;50;30;-67.5651;18.4327;46.8;-10.0087;-6.85581
4.57;50;30;-67.6652;18.3641;47.1;-9.81021;-7.08419
4.58;50;30;-67.7633;18.2933;47.4;-9.60402;-7.32033
4.59;50;30;-67.8593;18.2201;47.7;-9.40501;-7.54932
4.6;50;30;-67.9534;18.1446;48;-9.22744;-7.75684
4.61;50;30;-68.0456;18.067;48.3;-9.08367;-7.93046
4.62;50;30;-68.1365;17.9877;48.6;-8.98307;-8.06077
4.63;50;30;-68.2263;17.9071;48.9;-8.93117;-8.1422
4.64;50;30;-68.3156;17.8257;49.2;-8.92917;-8.17352
4.65;50;30;-68.4049;17.7439;49.5;-8.97382;-8.15795
4.66;50;30;-68.4946;17.6624;49.8;-9.05772;-8.1029
4.67;50;30;-68.5852;17.5813;50.1;-9.16996;-8.01924
4.68;50;30;-68.6769;17.5011;50.4;-9.29712;-7.92039
4.69;50;30;-68.7699;17.4219;50.7;-9.42443;-7.82108
4.7;50;30;-68.8641;17.3437;51;-9.53713;-7.73608
4.71;50;30;-68.9595;17.2664;51.3;-9.62179;-7.67882
4.72;50;30;-69.0557;17.1896;51.6;-9.66746;-7.66025
4.73;50;30;-69.1524;17.113;51.9;-9.66673;-7.68784
4.74;50;30;-69.2491;17.0361;52.2;-9.61632;-7.7649
4.75;50;30;-69.3452;16.9584;52.5;-9.5174;-7.8903
4.76;50;30;-69.4404;16.8795;52.8;-9.37551;-8.05856
4.77;50;30;-69.5342;16.799;53.1;-9.19999;-8.26034
4.78;50;30;-69.6262;16.7164;53.4;-9.0032;-8.48327
4.79;50;30;-69.7162;16.6315;53.7;-8.79941;-8.71305
4.8;50;30;-69.8042;16.5444;54;-8.60352;-8.93475
4.81;50;30;-69.8902;16.455;54.3;-8.42973;-9.13413
4.82;50;30;-69.9745;16.3637;54.6;-8.29028;-9.29891
4.83;50;30;-70.0574;16.2707;54.9;-8.19437;-9.41988
4.84;50;30;-70.1394;16.1765;55.2;-8.1473;-9.49174
4.85;50;30;-70.2208;16.0816;55.5;-8.15005;-9.51355
4.86;50;30;-70.3023;15.9865;55.8;-8.19913;-9.4888
4.87;50;30;-70.3843;15.8916;56.1;-8.28696;-9.42514
4.88;50;30;-70.4672;15.7973;56.4;-8.40246;-9.33364
4.89;50;30;-70.5512;15.704;56.7;-8.53212;-9.22784
4.9;50;30;-70.6365;15.6117;57;-8.66114;-9.12252
4.91;50;30;-70.7232;15.5205;57.3;-8.7748;-9.03239
4.92;50;30;-70.8109;15.4302;57.6;-8.85976;-8.97078
4.93;50;30;-70.8995;15.3405;57.9;-8.90526;-8.94844
4.94;50;30;-70.9885;15.251;58.2;-8.90407;-8.9726
4.95;50;30;-71.0776;15.1612;58.5;-8.85314;-9.0463
4.96;50;30;-71.1661;15.0708;58.8;-8.75389;-9.16814
4.97;50;30;-71.2537;14.9791;59.1;-8.61203;-9.33236
4.98;50;30;-71.3398;14.8858;59.4;-8.43711;-9.52943
4.99;50;30;-71.4242;14.7905;59.7;-8.24162;-9.74679
5;50;30;-71.5066;14.693;60;-8.0399;-9.97008
5.01;50;30;-71.587;14.5933;60.3;-7.84684;-10.1844
5.02;50;30;-71.6654;14.4915;60.6;-7.67657;-10.3754
5.03;50;30;-71.7422;14.3877;60.9;-7.54122;-10.5312
5.04;50;30;-71.8176;14.2824;61.2;-7.44979;-10.6427
5.05;50;30;-71.8921;14.176;61.5;-7.40736;-10.7049
5.06;50;30;-71.9662;14.0689;61.8;-7.41466;-10.7171
5.07;50;30;-72.0403;13.9618;62.1;-7.46799;-10.6831
5.08;50;30;-72.115;13.8549;62.4;-7.55953;-10.6108
5.09;50;30;-72.1906;13.7488;62.7;-7.67807;-10.5115
5.1;50;30;-72.2674;13.6437;63;-7.80997;-10.3987
5.11;50;30;-72.3455;13.5397;63.3;-7.94043;-10.2875
5.12;50;30;-72.4249;13.4368;63.6;-8.05477;-10.1923
5.13;50;30;-72.5054;13.3349;63.9;-8.13976;-10.1264
5.14;50;30;-72.5868;13.2337;64.2;-8.1848;-10.1003
5.15;50;30;-72.6687;13.1326;64.5;-8.18287;-10.1211
5.16;50;30;-72.7505;13.0314;64.8;-8.13117;-10.1915
5.17;50;30;-72.8318;12.9295;65.1;-8.03134;-10.3098
5.18;50;30;-72.9121;12.8264;65.4;-7.88932;-10.47
5.19;50;30;-72.991;12.7217;65.7;-7.71484;-10.6624
5.2;50;30;-73.0682;12.6151;66;-7.52052;-10.8742
5.21;50;30;-73.1434;12.5064;66.3;-7.32077;-11.0909
5.22;50;30;-73.2166;12.3954;66.6;-7.13048;-11.2978
5.23;50;30;-73.2879;12.2825;66.9;-6.96372;-11.4806
5.24;50;30;-73.3575;12.1677;67.2;-6.83245;-11.6274
5.25;50;30;-73.4259;12.0514;67.5;-6.74549;-11.7295
5.26;50;30;-73.4933;11.9341;67.8;-6.70769;-11.782
5.27;50;30;-73.5604;11.8163;68.1;-6.71954;-11.7847
5.28;50;30;-73.6276;11.6984;68.4;-6.77709;-11.7416
5.29;50;30;-73.6954;11.581;68.7;-6.87231;-11.6608
5.3;50;30;-73.7641;11.4644;69;-6.99382;-11.5538
5.31;50;30;-73.834;11.3489;69.3;-7.1279;-11.4343
5.32;50;30;-73.9053;11.2345;69.6;-7.25971;-11.3172
5.33;50;30;-73.9779;11.1214;69.9;-7.37462;-11.2171
5.34;50;30;-74.0516;11.0092;70.2;-7.45952;-11.1471
5.35;50;30;-74.1262;10.8977;70.5;-7.504;-11.1176
5.36;50;30;-74.2013;10.7865;70.8;-7.50124;-11.1352
5.37;50;30;-74.2763;10.6752;71.1;-7.44868;-11.2024
5.38;50;30;-74.3508;10.5632;71.4;-7.34821;-11.3174
5.39;50;30;-74.4243;10.45;71.7;-7.206;-11.4737
5.4;50;30;-74.4963;10.3352;72;-7.03194;-11.6615
5.41;50;30;-74.5666;10.2186;72.3;-6.83882;-11.8679
5.42;50;30;-74.635;10.1;72.6;-6.64108;-12.0783
5.43;50;30;-74.7014;9.97917;72.9;-6.45363;-12.2779
5.44;50;30;-74.766;9.85639;73.2;-6.29045;-12.4525
5.45;50;30;-74.8289;9.73187;73.5;-6.16335;-12.5906
5.46;50;30;-74.8905;9.60596;73.8;-6.08095;-12.6834
5.47;50;30;-74.9513;9.47913;74.1;-6.04787;-12.7266
5.48;50;30;-75.0118;9.35186;74.4;-6.06433;-12.7201
5.49;50;30;-75.0724;9.22466;74.7;-6.12614;-12.6681
5.5;50;30;-75.1337;9.09798;75;-6.22507;-12.5792
5.51;50;30;-75.196;8.97219;75.3;-6.34957;-12.4648
5.52;50;30;-75.2594;8.84754;75.6;-6.48583;-12.3389
5.53;50;30;-75.3243;8.72415;75.9;-6.61898;-12.2164
5.54;50;30;-75.3905;8.60199;76.2;-6.73444;-12.1118
5.55;50;30;-75.4578;8.48087;76.5;-6.81924;-12.038
5.56;50;30;-75.526;8.36049;76.8;-6.86313;-12.0053
5.57;50;30;-75.5947;8.24043;77.1;-6.85953;-12.02
5.58;50;30;-75.6633;8.12023;77.4;-6.80612;-12.0844
5.59;50;30;-75.7313;7.99939;77.7;-6.70502;-12.1963
5.6;50;30;-75.7984;7.87743;78;-6.56265;-12.3491
5.61;50;30;-75.864;7.75394;78.3;-6.38909;-12.5326
5.62;50;30;-75.9279;7.62861;78.6;-6.19723;-12.7338
5.63;50;30;-75.9899;7.50127;78.9;-6.00162;-12.9382
5.64;50;30;-76.0499;7.37189;79.2;-5.81711;-13.1307
5.65;50;30;-76.108;7.24058;79.5;-5.65762;-13.2976
5.66;50;30;-76.1646;7.10761;79.8;-5.5348;-13.4272
5.67;50;30;-76.22;6.97334;80.1;-5.45707;-13.5112
5.68;50;30;-76.2745;6.83822;80.4;-5.42879;-13.5455
5.69;50;30;-76.3288;6.70277;80.7;-5.44995;-13.5301
5.7;50;30;-76.3833;6.56747;81;-5.51609;-13.4698
5.71;50;30;-76.4385;6.43277;81.3;-5.61877;-13.3731
5.72;50;30;-76.4947;6.29904;81.6;-5.7463;-13.2519
5.73;50;30;-76.5521;6.16652;81.9;-5.88474;-13.12
5.74;50;30;-76.611;6.03532;82.2;-6.01924;-12.9926
5.75;50;30;-76.6712;5.90539;82.5;-6.13526;-12.8839
5.76;50;30;-76.7325;5.77656;82.8;-6.21995;-12.8068
5.77;50;30;-76.7947;5.64849;83.1;-6.26326;-12.7713
5.78;50;30;-76.8574;5.52077;83.4;-6.25883;-12.7836
5.79;50;30;-76.92;5.39294;83.7;-6.20459;-12.8456
5.8;50;30;-76.982;5.26448;84;-6.10293;-12.9548
5.81;50;30;-77.043;5.13493;84.3;-5.96046;-13.1044
5.82;50;30;-77.1026;5.00389;84.6;-5.78747;-13.284
5.83;50;30;-77.1605;4.87105;84.9;-5.59698;-13.4804
5.84;50;30;-77.2165;4.73625;85.2;-5.40357;-13.6791
5.85;50;30;-77.2705;4.59945;85.5;-5.22212;-13.8651
5.86;50;30;-77.3227;4.4608;85.8;-5.06642;-14.0247
5.87;50;30;-77.3734;4.32056;86.1;-4.94798;-14.1463
5.88;50;30;-77.4229;4.17909;86.4;-4.875;-14.222
5.89;50;30;-77.4716;4.03687;86.7;-4.8516;-14.2478
5.9;50;30;-77.5201;3.8944;87;-4.8775;-14.2242
5.91;50;30;-77.5689;3.75215;87.3;-4.94801;-14.156
5.92;50;30;-77.6184;3.61059;87.6;-5.05447;-14.0522
5.93;50;30;-77.6689;3.47007;87.9;-5.18502;-13.9246
5.94;50;30;-77.7208;3.33083;88.2;-5.32566;-13.7874
5.95;50;30;-77.7741;3.19295;88.5;-5.46149;-13.6555
5.96;50;30;-77.8287;3.0564;88.8;-5.57806;-13.5433
5.97;50;30;-77.8844;2.92096;89.1;-5.66264;-13.4635
5.98;50;30;-77.9411;2.78633;89.4;-5.70537;-13.4258
5.99;50;30;-77.9981;2.65207;89.7;-5.70012;-13.4361
6;50;30;-78.0551;2.51771;90;-5.64508;-13.4961
6.01;50;30;-78.1116;2.38275;90.3;-5.54287;-13.6031
6.02;50;30;-78.167;2.24672;90.6;-5.40036;-13.75
6.03;50;30;-78.221;2.10922;90.9;-5.228;-13.9261
6.04;50;30;-78.2733;1.96996;91.2;-5.03894;-14.1183
6.05;50;30;-78.3237;1.82877;91.5;-4.84783;-14.3118
6.06;50;30;-78.3722;1.68566;91.8;-4.6695;-14.4917
6.07;50;30;-78.4189;1.54074;92.1;-4.51766;-14.6444
6.08;50;30;-78.464;1.3943;92.4;-4.40367;-14.7586
6.09;50;30;-78.5081;1.24671;92.7;-4.33549;-14.8265
6.1;50;30;-78.5514;1.09844;93;-4.317;-14.8444
6.11;50;30;-78.5946;0.95;93.3;-4.34766;-14.8131
6.12;50;30;-78.6381;0.801869;93.6;-4.42253;-14.7378
6.13;50;30;-78.6823;0.654492;93.9;-4.53275;-14.6274
6.14;50;30;-78.7276;0.508218;94.2;-4.6663;-14.4941
6.15;50;30;-78.7743;0.363277;94.5;-4.8091;-14.3522
6.16;50;30;-78.8224;0.219755;94.8;-4.94623;-14.2165
6.17;50;30;-78.8718;0.0775907;95.1;-5.0633;-14.1013
6.18;50;30;-78.9225;-0.0634226;95.4;-5.14773;-14.0193
6.19;50;30;-78.974;-0.203616;95.7;-5.18985;-13.9799
6.2;50;30;-79.0258;-0.343414;96;-5.18377;-13.9887
6.21;50;30;-79.0777;-0.483302;96.3;-5.12792;-14.0474
6.22;50;30;-79.129;-0.623775;96.6;-5.02519;-14.1526
6.23;50;30;-79.1792;-0.765301;96.9;-4.88265;-14.2972
6.24;50;30;-79.228;-0.908274;97.2;-4.71095;-14.4704
6.25;50;30;-79.2752;-1.05298;97.5;-4.52337;-14.6588
6.26;50;30;-79.3204;-1.19957;97.8;-4.33459;-14.8476
6.27;50;30;-79.3637;-1.34804;98.1;-4.15943;-15.022
6.28;50;30;-79.4053;-1.49826;98.4;-4.01149;-15.1684
6.29;50;30;-79.4454;-1.64995;98.7;-3.90196;-15.2757
6.3;50;30;-79.4845;-1.8027;99;-3.83858;-15.3364
6.31;50;30;-79.5228;-1.95607;99.3;-3.82499;-15.347
6.32;50;30;-79.5611;-2.10954;99.6;-3.86038;-15.3086
6.33;50;30;-79.5997;-2.26262;99.9;-3.93957;-15.2267
6.34;50;30;-79.6391;-2.41489;100.2;-4.05349;-15.1104
6.35;50;30;-79.6796;-2.56599;100.5;-4.18998;-14.972
6.36;50;30;-79.7215;-2.71571;100.8;-4.33485;-14.826
6.37;50;30;-79.7649;-2.86397;101.1;-4.4732;-14.6871
6.38;50;30;-79.8096;-3.01084;101.4;-4.59071;-14.5696
6.39;50;30;-79.8555;-3.15654;101.7;-4.67493;-14.4859
6.4;50;30;-79.9023;-3.3014;102;-4.71638;-14.4453
6.41;50;30;-79.9494;-3.44585;102.3;-4.70942;-14.4533
6.42;50;30;-79.9965;-3.59039;102.6;-4.65274;-14.511
6.43;50;30;-80.0431;-3.7355;102.9;-4.54946;-14.6151
6.44;50;30;-80.0885;-3.88165;103.2;-4.40689;-14.7579
6.45;50;30;-80.1326;-4.02923;103.5;-4.23586;-14.9287
6.46;50;30;-80.175;-4.17851;103.8;-4.04976;-15.1138
6.47;50;30;-80.2155;-4.32965;104.1;-3.86332;-15.2983
6.48;50;30;-80.2541;-4.48263;104.4;-3.69133;-15.4677
6.49;50;30;-80.291;-4.63731;104.7;-3.54729;-15.6082
6.5;50;30;-80.3265;-4.79339;105;-3.44219;-15.7092
6.51;50;30;-80.3609;-4.95049;105.3;-3.38358;-15.7633
6.52;50;30;-80.3948;-5.10812;105.6;-3.37483;-15.7672
6.53;50;30;-80.4285;-5.26579;105.9;-3.41488;-15.7224
6.54;50;30;-80.4626;-5.42301;106.2;-3.49831;-15.6344
6.55;50;30;-80.4976;-5.57936;106.5;-3.61584;-15.5128
6.56;50;30;-80.5338;-5.73449;106.8;-3.75515;-15.3701
6.57;50;30;-80.5713;-5.88819;107.1;-3.902;-15.2204
6.58;50;30;-80.6104;-6.04039;107.4;-4.04146;-15.0789
6.59;50;30;-80.6508;-6.19118;107.7;-4.15931;-14.9597
6.6;50;30;-80.6924;-6.34078;108;-4.24322;-14.8749
6.61;50;30;-80.7348;-6.48953;108.3;-4.28393;-14.8337
6.62;50;30;-80.7776;-6.63786;108.6;-4.27602;-14.8413
6.63;50;30;-80.8204;-6.78628;108.9;-4.21844;-14.8986
6.64;50;30;-80.8626;-6.93526;109.2;-4.11457;-15.0019
6.65;50;30;-80.9037;-7.08528;109.5;-3.97194;-15.1435
6.66;50;30;-80.9435;-7.23672;109.8;-3.80155;-15.3122
6.67;50;30;-80.9815;-7.38984;110.1;-3.61691;-15.4945
6.68;50;30;-81.0176;-7.54479;110.4;-3.43279;-15.6753
6.69;50;30;-81.052;-7.70154;110.7;-3.26394;-15.8401
6.7;50;30;-81.0846;-7.85994;111;-3.12375;-15.9754
6.71;50;30;-81.1158;-8.01969;111.3;-3.02304;-16.0705
6.72;50;30;-81.1461;-8.1804;111.6;-2.96913;-16.1185
6.73;50;30;-81.1758;-8.34158;111.9;-2.96514;-16.1163
6.74;50;30;-81.2054;-8.50275;112.2;-3.00975;-16.0655
6.75;50;30;-81.2355;-8.6634;112.5;-3.0973;-15.9722
6.76;50;30;-81.2665;-8.82312;112.8;-3.21831;-15.8458
6.77;50;30;-81.2987;-8.98158;113.1;-3.36032;-15.6992
6.78;50;30;-81.3323;-9.13857;113.4;-3.509;-15.5466
6.79;50;30;-81.3674;-9.29404;113.7;-3.64945;-15.403
6.8;50;30;-81.4039;-9.44807;114;-3.7675;-15.2825
6.81;50;30;-81.4415;-9.60089;114.3;-3.85099;-15.1972
6.82;50;30;-81.48;-9.75287;114.6;-3.89084;-15.1559
6.83;50;30;-81.5189;-9.90443;114.9;-3.88189;-15.1636
6.84;50;30;-81.5578;-10.0561;115.2;-3.82334;-15.2209
6.85;50;30;-81.596;-10.2083;115.5;-3.71882;-15.3239
6.86;50;30;-81.6332;-10.3615;115.8;-3.57607;-15.4646
6.87;50;30;-81.6689;-10.5162;116.1;-3.40628;-15.6318
6.88;50;30;-81.703;-10.6725;116.4;-3.22305;-15.8116
6.89;50;30;-81.7352;-10.8306;116.7;-3.04121;-15.9891
6.9;50;30;-81.7657;-10.9905;117;-2.87545;-16.1498
6.91;50;30;-81.7944;-11.152;117.3;-2.73904;-16.2802
6.92;50;30;-81.8218;-11.3148;117.6;-2.64265;-16.3701
6.93;50;30;-81.8482;-11.4785;117.9;-2.59334;-16.4124
6.94;50;30;-81.8742;-11.6426;118.2;-2.594;-16.4046
6.95;50;30;-81.9001;-11.8067;118.5;-2.64305;-16.3484
6.96;50;30;-81.9265;-11.9701;118.8;-2.73458;-16.2502
6.97;50;30;-81.9539;-12.1326;119.1;-2.85893;-16.1196
6.98;50;30;-81.9825;-12.2938;119.4;-3.00348;-15.9696
6.99;50;30;-82.0125;-12.4535;119.7;-3.15384;-15.8146
7;50;30;-82.044;-12.6117;120;-3.29512;-15.6694
7.01;50;30;-82.077;-12.7684;120.3;-3.41323;-15.5482
7.02;50;30;-82.1111;-12.9239;120.6;-3.49616;-15.4628
7.03;50;30;-82.1461;-13.0785;120.9;-3.53504;-15.4218
7.04;50;30;-82.1814;-13.2327;121.2;-3.52495;-15.43
7.05;50;30;-82.2167;-13.387;121.5;-3.46533;-15.4877
7.06;50;30;-82.2513;-13.5419;121.8;-3.36007;-15.5908
7.07;50;30;-82.2849;-13.6978;122.1;-3.21714;-15.7311
7.08;50;30;-82.3171;-13.8551;122.4;-3.04788;-15.8971
7.09;50;30;-82.3476;-14.0141;122.7;-2.86601;-16.0748
7.1;50;30;-82.3762;-14.1748;123;-2.68637;-16.2495
7.11;50;30;-82.4031;-14.3373;123.3;-2.52363;-16.4063
7.12;50;30;-82.4283;-14.5014;123.6;-2.39094;-16.5324
7.13;50;30;-82.4523;-14.6667;123.9;-2.29876;-16.6173
7.14;50;30;-82.4752;-14.8329;124.2;-2.25395;-16.6544
7.15;50;30;-82.4978;-14.9994;124.5;-2.25914;-16.6414
7.16;50;30;-82.5204;-15.1658;124.8;-2.31248;-16.5804
7.17;50;30;-82.5435;-15.3316;125.1;-2.40785;-16.4777
7.18;50;30;-82.5676;-15.4964;125.4;-2.53536;-16.3434
7.19;50;30;-82.5929;-15.6598;125.7;-2.68229;-16.1905
7.2;50;30;-82.6198;-15.8217;126;-2.83417;-16.0335
7.21;50;30;-82.6481;-15.9821;126.3;-2.97612;-15.8873
7.22;50;30;-82.6779;-16.141;126.6;-3.09414;-15.7657
7.23;50;30;-82.7088;-16.2986;126.9;-3.17636;-15.6806
7.24;50;30;-82.7406;-16.4554;127.2;-3.21414;-15.6403
7.25;50;30;-82.7727;-16.6118;127.5;-3.20278;-15.6494
7.26;50;30;-82.8047;-16.7683;127.8;-3.142;-15.7079
7.27;50;30;-82.8362;-16.9254;128.1;-3.03591;-15.8115
7.28;50;30;-82.8665;-17.0835;128.4;-2.89272;-15.9516
7.29;50;30;-82.8954;-17.243;128.7;-2.72392;-16.1167
7.3;50;30;-82.9227;-17.4042;129;-2.54334;-16.2927
7.31;50;30;-82.9481;-17.5671;129.3;-2.36584;-16.4648
7.32;50;30;-82.9718;-17.7318;129.6;-2.20604;-16.6183
7.33;50;30;-82.9938;-17.898;129.9;-2.07696;-16.7403
7.34;50;30;-83.0146;-18.0654;130.2;-1.9889;-16.8206
7.35;50;30;-83.0345;-18.2336;130.5;-1.94847;-16.8529
7.36;50;30;-83.054;-18.4021;130.8;-1.95805;-16.8351
7.37;50;30;-83.0736;-18.5704;131.1;-2.01554;-16.7696
7.38;50;30;-83.0937;-18.7381;131.4;-2.11458;-16.6629
7.39;50;30;-83.1149;-18.9048;131.7;-2.2451;-16.5253
7.4;50;30;-83.1373;-19.07;132;-2.39423;-16.37
7.41;50;30;-83.1612;-19.2337;132.3;-2.54746;-16.2113
7.42;50;30;-83.1867;-19.3958;132.6;-2.68991;-16.0644
7.43;50;30;-83.2136;-19.5565;132.9;-2.80767;-15.9429
7.44;50;30;-83.2417;-19.7159;133.2;-2.88904;-15.8584
7.45;50;30;-83.2706;-19.8745;133.5;-2.92558;-15.8193
7.46;50;30;-83.2998;-20.0327;133.8;-2.91284;-15.8296
7.47;50;30;-83.329;-20.191;134.1;-2.85078;-15.8892
7.48;50;30;-83.3575;-20.3499;134.4;-2.74378;-15.9935
7.49;50;30;-83.3849;-20.5098;134.7;-2.60024;-16.1337
7.5;50;30;-83.4109;-20.6711;135;-2.43183;-16.2982
7.51;50;30;-83.4352;-20.8341;135.3;-2.25246;-16.4728
7.52;50;30;-83.4578;-20.9989;135.6;-2.07702;-16.6426
7.53;50;30;-83.4785;-21.1653;135.9;-1.92008;-16.793
7.54;50;30;-83.4977;-21.3332;136.2;-1.79452;-16.9112
7.55;50;30;-83.5157;-21.5023;136.5;-1.71047;-16.9873
7.56;50;30;-83.5328;-21.6722;136.8;-1.6743;-17.0152
7.57;50;30;-83.5495;-21.8423;137.1;-1.68813;-16.9929
7.58;50;30;-83.5664;-22.0123;137.4;-1.74962;-16.9232
7.59;50;30;-83.5839;-22.1815;137.7;-1.85217;-16.8128
7.6;50;30;-83.6024;-22.3496;138;-1.98552;-16.6723
7.61;50;30;-83.6223;-22.5164;138.3;-2.13668;-16.5149
7.62;50;30;-83.6436;-22.6815;138.6;-2.29108;-16.355
7.63;50;30;-83.6666;-22.8451;138.9;-2.43386;-16.2077
7.64;50;30;-83.6909;-23.0071;139.2;-2.55121;-16.0866
7.65;50;30;-83.7164;-23.168;139.5;-2.63159;-16.0032
7.66;50;30;-83.7427;-23.328;139.8;-2.66675;-15.9653
7.67;50;30;-83.7694;-23.4877;140.1;-2.65251;-15.9772
7.68;50;30;-83.7959;-23.6475;140.4;-2.58908;-16.0381
7.69;50;30;-83.8218;-23.8078;140.7;-2.48107;-16.1434
7.7;50;30;-83.8466;-23.9693;141;-2.3371;-16.284
7.71;50;30;-83.87;-24.1321;141.3;-2.16899;-16.4481
7.72;50;30;-83.8917;-24.2966;141.6;-1.99076;-16.6215
7.73;50;30;-83.9116;-24.4628;141.9;-1.81731;-16.7892
7.74;50;30;-83.9298;-24.6307;142.2;-1.66314;-16.9367
7.75;50;30;-83.9464;-24.8001;142.5;-1.54102;-17.0514
7.76;50;30;-83.9618;-24.9706;142.8;-1.46086;-17.1236
7.77;50;30;-83.9764;-25.1418;143.1;-1.42883;-17.1473
7.78;50;30;-83.9907;-25.3133;143.4;-1.44678;-17.1209
7.79;50;30;-84.0052;-25.4845;143.7;-1.51212;-17.0473
7.8;50;30;-84.0203;-25.655;144;-1.61802;-16.9336
7.81;50;30;-84.0365;-25.8243;144.3;-1.75403;-16.7905
7.82;50;30;-84.054;-25.9922;144.6;-1.90705;-16.6312
7.83;50;30;-84.0731;-26.1585;144.9;-2.06245;-16.4705
7.84;50;30;-84.0937;-26.3232;145.2;-2.2054;-16.3231
7.85;50;30;-84.1158;-26.4865;145.5;-2.32218;-16.2027
7.86;50;30;-84.139;-26.6485;145.8;-2.40141;-16.1205
7.87;50;30;-84.163;-26.8097;146.1;-2.43507;-16.0843
7.88;50;30;-84.1873;-26.9705;146.4;-2.41921;-16.0978
7.89;50;30;-84.2115;-27.1315;146.7;-2.3543;-16.1604
7.9;50;30;-84.2351;-27.2931;147;-2.24519;-16.2668
7.91;50;30;-84.2575;-27.4558;147.3;-2.10071;-16.408
7.92;50;30;-84.2785;-27.6199;147.6;-1.93285;-16.5719
7.93;50;30;-84.2979;-27.7856;147.9;-1.75568;-16.7443
7.94;50;30;-84.3154;-27.953;148.2;-1.58415;-16.9101
7.95;50;30;-84.3313;-28.1221;148.5;-1.43267;-17.055
7.96;50;30;-84.3456;-28.2927;148.8;-1.31389;-17.1664
7.97;50;30;-84.3587;-28.4643;149.1;-1.23753;-17.2348
7.98;50;30;-84.3711;-28.6367;149.4;-1.20952;-17.2545
7.99;50;30;-84.3832;-28.8092;149.7;-1.23146;-17.2242
8;50;30;-84.3955;-28.9815;150;-1.30049;-17.147
8.01;50;30;-84.4085;-29.1529;150.3;-1.40958;-17.0303
8.02;50;30;-84.4226;-29.3232;150.6;-1.5481;-16.8849
8.03;50;30;-84.4381;-29.4921;150.9;-1.70281;-16.7241
8.04;50;30;-84.4551;-29.6593;151.2;-1.85904;-16.5627
8.05;50;30;-84.4737;-29.825;151.5;-2.00199;-16.4155
8.06;50;30;-84.4937;-29.9891;151.8;-2.11805;-16.296
8.07;50;30;-84.5149;-30.1521;152.1;-2.196;-16.2153
8.08;50;30;-84.5369;-30.3142;152.4;-2.22803;-16.1809
8.09;50;30;-84.5592;-30.476;152.7;-2.21044;-16.1964
8.1;50;30;-84.5813;-30.638;153;-2.14396;-16.2607
8.11;50;30;-84.6027;-30.8006;153.3;-2.03367;-16.3684
8.12;50;30;-84.623;-30.9643;153.6;-1.88862;-16.5104
8.13;50;30;-84.6419;-31.1294;153.9;-1.72092;-16.6743
8.14;50;30;-84.6591;-31.2961;154.2;-1.54476;-16.8458
8.15;50;30;-84.6746;-31.4646;154.5;-1.37507;-17.0099
8.16;50;30;-84.6883;-31.6347;154.8;-1.22621;-17.1522
8.17;50;30;-84.7006;-31.8062;155.1;-1.11069;-17.2605
8.18;50;30;-84.7117;-31.9788;155.4;-1.03803;-17.3254
8.19;50;30;-84.7221;-32.1521;155.7;-1.01392;-17.3413
8.2;50;30;-84.7322;-32.3255;156;-1.03972;-17.3074
8.21;50;30;-84.7426;-32.4986;156.3;-1.11231;-17.2268
8.22;50;30;-84.7537;-32.6708;156.6;-1.22444;-17.1073
8.23;50;30;-84.766;-32.8419;156.9;-1.3653;-16.9597
8.24;50;30;-84.7796;-33.0115;157.2;-1.52154;-16.7976
8.25;50;30;-84.7949;-33.1795;157.5;-1.67845;-16.6358
8.26;50;30;-84.8116;-33.3458;157.8;-1.82125;-16.489
